iter	RMSE
1681	684.5816382
1682	684.5354209
1683	684.4711434
1684	684.4461336
1685	684.4184668
1686	684.3678656
1687	684.3437675
1688	684.2853475
1689	684.2424935
1690	684.198199
1691	684.1503943
1692	684.1158562
1693	684.0764383
1694	684.0178108
1695	683.9678765
1696	683.929407
1697	683.8908569
1698	683.8512901
1699	683.8196374
1700	683.7802606
1701	683.7458741
1702	683.7155993
1703	683.6711863
1704	683.6300517
1705	683.6077622
1706	683.5565255
1707	683.5250149
1708	683.481701
1709	683.4553828
1710	683.4142628
1711	683.3675903
1712	683.3417362
1713	683.3009467
1714	683.2538934
1715	683.2058484
1716	683.1869215
1717	683.135096
1718	683.0954488
1719	683.0539439
1720	683.0142318
1721	682.9857858
1722	682.9307349
1723	682.9026693
1724	682.8668098
1725	682.8299445
1726	682.7871684
1727	682.7641774
1728	682.7196433
1729	682.6977424
1730	682.6604186
1731	682.6279894
1732	682.589482
1733	682.553756
1734	682.5118489
1735	682.4769221
1736	682.4408934
1737	682.385431
1738	682.3435999
1739	682.3073884
1740	682.2606163
1741	682.214895
1742	682.1907643
1743	682.1527573
1744	682.1314882
1745	682.086069
1746	682.0549458
1747	681.9968087
1748	681.9530757
1749	681.9216789
1750	681.8850285
1751	681.8440673
1752	681.8176992
1753	681.7712363
1754	681.7413791
1755	681.6861426
1756	681.6489311
1757	681.6113314
1758	681.5722245
1759	681.529801
1760	681.4793257
1761	681.4371227
1762	681.3965016
1763	681.3690213
1764	681.3354845
1765	681.2979174
1766	681.27064
1767	681.2119738
1768	681.1813074
1769	681.1516175
1770	681.1130088
1771	681.0774792
1772	681.0449889
1773	681.0097242
1774	680.9527696
1775	680.9209173
1776	680.8814177
1777	680.853476
1778	680.8217366
1779	680.7708131
1780	680.7230347
1781	680.692549
1782	680.6635818
1783	680.6250571
1784	680.5967468
1785	680.557135
1786	680.513696
1787	680.4887201
1788	680.4622981
1789	680.4141976
1790	680.365052
1791	680.3282563
1792	680.2900007
1793	680.2423272
1794	680.1957184
1795	680.1770624
1796	680.1379189
1797	680.1043329
1798	680.0655624
1799	680.0282795
1800	679.9867457
1801	679.9524668
1802	679.9295044
1803	679.8933266
1804	679.857322
1805	679.8406562
1806	679.8032093
1807	679.7663091
1808	679.6979224
1809	679.6730738
1810	679.6358055
1811	679.6039945
1812	679.583448
1813	679.5486039
1814	679.4983191
1815	679.4541635
1816	679.4442043
1817	679.4074198
1818	679.3783352
1819	679.3321723
1820	679.3101551
1821	679.2806045
1822	679.2380979
1823	679.206014
1824	679.1624205
1825	679.11194
1826	679.0832903
1827	679.0324128
1828	678.9968877
1829	678.9742916
1830	678.9243252
1831	678.8968861
1832	678.8506073
1833	678.8167865
1834	678.789967
1835	678.7544352
1836	678.7171157
1837	678.6830615
1838	678.6536527
1839	678.6165682
1840	678.5885189
1841	678.5489658
1842	678.4957309
1843	678.4602918
1844	678.3963384
1845	678.3718096
1846	678.3397822
1847	678.3016266
1848	678.2655032
1849	678.2343559
1850	678.2058197
1851	678.1635886
1852	678.1265404
1853	678.0716945
1854	678.0370815
1855	677.9927879
1856	677.9629437
1857	677.9356804
1858	677.9027375
1859	677.8811357
1860	677.8486777
1861	677.8188556
1862	677.7847667
1863	677.761793
1864	677.733748
1865	677.7015417
1866	677.6758408
1867	677.6427619
1868	677.6087497
1869	677.5620907
1870	677.5340857
1871	677.5029045
1872	677.4641916
1873	677.4548741
1874	677.4171995
1875	677.381946
1876	677.3373599
1877	677.29783
1878	677.245523
1879	677.2165763
1880	677.1680285
1881	677.1264131
1882	677.0856082
1883	677.0605451
1884	677.041216
1885	676.9974508
1886	676.9578201
1887	676.9315332
1888	676.8926463
1889	676.8731612
1890	676.8400234
1891	676.7981635
1892	676.7538902
1893	676.7224215
1894	676.6971671
1895	676.6450213
1896	676.6056496
1897	676.5703633
1898	676.5417462
1899	676.5170584
1900	676.4889362
1901	676.4495876
1902	676.4216784
1903	676.3784427
1904	676.3458077
1905	676.303725
1906	676.2730685
1907	676.2211038
1908	676.1759085
1909	676.155908
1910	676.1156037
1911	676.0829616
1912	676.0583604
1913	676.0341793
1914	676.0113222
1915	675.9802263
1916	675.9475382
1917	675.9058225
1918	675.8787913
1919	675.8531846
1920	675.8073398
1921	675.7631209
1922	675.7261205
1923	675.6928647
1924	675.670684
1925	675.6461013
1926	675.6204058
1927	675.5706301
1928	675.5486877
1929	675.5101983
1930	675.4686199
1931	675.4390732
1932	675.4146516
1933	675.3766889
1934	675.338088
1935	675.3091864
1936	675.2855771
1937	675.2528667
1938	675.2158816
1939	675.1945498
1940	675.1671353
1941	675.1352591
1942	675.1090902
1943	675.0814894
1944	675.0535001
1945	675.0330815
1946	675.0104987
1947	674.9799654
1948	674.944565
1949	674.9099827
1950	674.8729079
1951	674.8552471
1952	674.808707
1953	674.7735115
1954	674.7517439
1955	674.7262812
1956	674.6884912
1957	674.6378204
1958	674.6207669
1959	674.6031375
1960	674.5694416
1961	674.5305337
1962	674.5065902
1963	674.4700468
1964	674.4236225
1965	674.3909852
1966	674.350523
1967	674.316009
1968	674.2848049
1969	674.2467541
1970	674.2062727
1971	674.1665125
1972	674.1403094
1973	674.1159542
1974	674.0826592
1975	674.0631579
1976	674.0384171
1977	674.0023456
1978	673.9443374
1979	673.9150006
1980	673.8927594
1981	673.8524906
1982	673.8205293
1983	673.7774955
1984	673.738893
1985	673.712664
1986	673.6540223
1987	673.6092815
1988	673.5659284
1989	673.5444282
1990	673.5080466
1991	673.4701852
1992	673.4279839
1993	673.4069883
1994	673.3675713
1995	673.3399429
1996	673.299406
1997	673.2609046
1998	673.218739
1999	673.1939625
2000	673.1657447
2001	673.1364842
2002	673.1079604
2003	673.0687811
2004	673.0351257
2005	673.0164879
2006	672.9916807
2007	672.9577578
2008	672.9255036
2009	672.8699454
2010	672.8313122
2011	672.8116205
2012	672.7685958
2013	672.7281811
2014	672.6992006
2015	672.6716002
2016	672.6305034
2017	672.5989692
2018	672.5665293
2019	672.5281108
2020	672.5046067
2021	672.469712
2022	672.4470503
2023	672.4113698
2024	672.3753117
2025	672.3405892
2026	672.3049525
2027	672.2712029
2028	672.2224566
2029	672.2023433
2030	672.1633358
2031	672.1464712
2032	672.1051773
2033	672.0815179
2034	672.0457802
2035	672.0140501
2036	671.9941632
2037	671.9778272
2038	671.941886
2039	671.9017848
2040	671.8780264
2041	671.8601276
2042	671.8154534
2043	671.780531
2044	671.742243
2045	671.7235657
2046	671.6838739
2047	671.642338
2048	671.5965974
2049	671.5639083
2050	671.5324379
2051	671.4955336
2052	671.4652263
2053	671.4175802
2054	671.3723136
2055	671.3420499
2056	671.2952418
2057	671.2600625
2058	671.2305051
2059	671.1979968
2060	671.1648679
2061	671.1138437
2062	671.0830342
2063	671.0351763
2064	670.9996804
2065	670.9622742
2066	670.9271965
2067	670.9117209
2068	670.8816337
2069	670.8569095
2070	670.8214275
2071	670.7829315
2072	670.7459978
2073	670.7270477
2074	670.6908482
2075	670.6615359
2076	670.6254595
2077	670.6014592
2078	670.5717463
2079	670.5321988
2080	670.4920807
2081	670.4609368
2082	670.4361853
2083	670.3957999
2084	670.3672608
2085	670.3365155
2086	670.3179517
2087	670.3014992
2088	670.2607719
2089	670.2327444
2090	670.2086367
2091	670.1557298
2092	670.1252177
2093	670.0887768
2094	670.0617296
2095	670.0245941
2096	669.9726966
2097	669.9519352
2098	669.9150254
2099	669.8814543
2100	669.8509153
2101	669.8236122
2102	669.7964881
2103	669.7793471
2104	669.7587659
2105	669.7242049
2106	669.6979484
2107	669.6798871
2108	669.6520798
2109	669.6280972
2110	669.5958349
2111	669.5742646
2112	669.5424436
2113	669.5234639
2114	669.4986543
2115	669.4713835
2116	669.4219036
2117	669.3950912
2118	669.3557242
2119	669.3345711
2120	669.3093838
2121	669.2569583
2122	669.22746
2123	669.1871979
2124	669.1638442
2125	669.1235697
2126	669.09021
2127	669.0559517
2128	669.0217809
2129	668.9998311
2130	668.9730574
2131	668.9378915
2132	668.911303
2133	668.8772324
2134	668.8462178
2135	668.8214062
2136	668.791393
2137	668.7523847
2138	668.7166279
2139	668.677533
2140	668.6327313
2141	668.5853363
2142	668.554178
2143	668.5057821
2144	668.4734151
2145	668.4392155
2146	668.4144298
2147	668.3841123
2148	668.341617
2149	668.3058251
2150	668.2592871
2151	668.2253757
2152	668.1905658
2153	668.1579026
2154	668.1236617
2155	668.0818603
2156	668.0496186
2157	668.0139437
2158	667.9823742
2159	667.9588652
2160	667.9178145
2161	667.8846913
2162	667.839282
2163	667.8038462
2164	667.7788479
2165	667.7624246
2166	667.7210521
2167	667.6889757
2168	667.6396773
2169	667.6000172
2170	667.5699366
2171	667.5286478
2172	667.4867989
2173	667.4633157
2174	667.4467518
2175	667.4234248
2176	667.3920146
2177	667.3730849
2178	667.3483237
2179	667.3201492
2180	667.2780731
2181	667.2434289
2182	667.2155581
2183	667.1819665
2184	667.1462091
2185	667.1164695
2186	667.0810605
2187	667.0416962
2188	666.9982513
2189	666.9584717
2190	666.9255061
2191	666.8964697
2192	666.8723167
2193	666.8407787
2194	666.8170115
2195	666.7848953
2196	666.7592667
2197	666.7313109
2198	666.7001804
2199	666.6680948
2200	666.6423841
2201	666.6114177
2202	666.5716813
2203	666.5411342
2204	666.5143131
2205	666.4798383
2206	666.4643455
2207	666.4421577
2208	666.4047982
2209	666.3625364
2210	666.3417917
2211	666.3189545
2212	666.3012539
2213	666.2519633
2214	666.2184786
2215	666.1804693
2216	666.1516334
2217	666.1338903
2218	666.1066699
2219	666.0650809
2220	666.0412957
2221	666.0079302
2222	665.98143
2223	665.9492812
2224	665.9005268
2225	665.8746731
2226	665.8382003
2227	665.7982726
2228	665.7596247
2229	665.7245293
2230	665.6860759
2231	665.6671024
2232	665.6245903
2233	665.6029205
2234	665.5520612
2235	665.5128552
2236	665.4800339
2237	665.4575908
2238	665.422723
2239	665.3991715
2240	665.3582856
2241	665.3310718
2242	665.2944373
2243	665.2527448
2244	665.2090229
2245	665.1772867
2246	665.1563491
2247	665.124193
2248	665.0823232
2249	665.0536993
2250	665.0202386
2251	664.9734913
2252	664.9284116
2253	664.9078877
2254	664.8778306
2255	664.8482204
2256	664.8285943
2257	664.7922507
2258	664.7702715
2259	664.7547586
2260	664.7221182
2261	664.6860788
2262	664.654966
2263	664.6242798
2264	664.6035178
2265	664.5720338
2266	664.5445963
2267	664.4997776
2268	664.4661121
2269	664.438635
2270	664.4085495
2271	664.3722854
2272	664.3334384
2273	664.2988515
2274	664.2849257
2275	664.2669751
